2019-11-21 10:16:42 RON ndb_2 LED PASS, attempt 1
2019-11-21 11:57:04 RON ndb_2 LED PASS, attempt 3
2019-11-21 11:57:05 RON ndb_2 LED PASS, attempt 4
2019-11-21 11:57:06 RON ndb_2 LED PASS, attempt 5
2019-11-21 11:57:07 RON ndb_2 LED FAIL, attempt 1
2019-11-21 11:57:08 RON ndb_2 LED FAIL, attempt 2
2019-11-21 11:57:09 RON ndb_2 LED FAIL, attempt 3
2019-11-21 11:57:10 RON ndb_2 LED FAIL, attempt 4
2019-11-21 11:57:11 RON ndb_2 LED FAIL, attempt 5
2019-11-21 11:57:12 RON ndb_3 LED PASS, attempt 1
2019-11-21 11:57:13 RON ndb_3 LED PASS, attempt 2
2019-11-21 11:57:14 RON ndb_3 LED PASS, attempt 3
2019-11-21 11:57:15 RON ndb_3 LED PASS, attempt 4
2019-11-21 11:57:17 RON ndb_3 LED PASS, attempt 5
2019-11-21 11:57:18 RON ndb_3 LED FAIL, attempt 1
2019-11-21 11:57:19 RON ndb_3 LED FAIL, attempt 2
2019-11-21 11:57:20 RON ndb_3 LED FAIL, attempt 3
2019-11-21 11:57:21 RON ndb_3 LED FAIL, attempt 4
2019-11-21 11:57:22 RON ndb_3 LED FAIL, attempt 5
2019-11-21 11:57:23 RON ndb_4 LED PASS, attempt 1
2019-11-21 11:57:24 RON ndb_4 LED PASS, attempt 2
2019-11-21 11:57:25 RON ndb_4 LED PASS, attempt 3
2019-11-21 11:57:26 RON ndb_4 LED PASS, attempt 4
2019-11-21 11:57:27 RON ndb_4 LED PASS, attempt 5
2019-11-21 11:57:28 RON ndb_4 LED FAIL, attempt 1
2019-11-21 11:57:29 RON ndb_4 LED FAIL, attempt 2
2019-11-21 11:57:30 RON ndb_4 LED FAIL, attempt 3
2019-11-21 11:57:31 RON ndb_4 LED FAIL, attempt 4
2019-11-21 11:57:32 RON ndb_4 LED FAIL, attempt 5
2019-11-21 12:00:09 RON ndb_2 LED PASS, attempt 1
2019-11-21 12:00:10 RON ndb_2 LED PASS, attempt 2
2019-11-21 12:00:11 RON ndb_2 LED PASS, attempt 3
2019-11-21 12:00:12 RON ndb_2 LED PASS, attempt 4
2019-11-21 12:00:13 RON ndb_2 LED PASS, attempt 5
2019-11-21 12:00:14 RON ndb_2 LED FAIL, attempt 1
2019-11-21 12:00:15 RON ndb_2 LED FAIL, attempt 2
2019-11-21 12:00:16 RON ndb_2 LED FAIL, attempt 3
2019-11-21 12:00:17 RON ndb_2 LED FAIL, attempt 4
2019-11-21 12:00:19 RON ndb_2 LED FAIL, attempt 5
2019-11-21 12:00:22 RON ndb_2 LED PASS, attempt 1
2019-11-21 12:00:23 RON ndb_2 LED PASS, attempt 2
2019-11-21 12:00:24 RON ndb_2 LED PASS, attempt 3
2019-11-21 12:00:25 RON ndb_2 LED PASS, attempt 4
2019-11-21 12:00:26 RON ndb_2 LED PASS, attempt 5
2019-11-21 12:00:27 RON ndb_2 LED FAIL, attempt 1
2019-11-21 12:00:28 RON ndb_2 LED FAIL, attempt 2
2019-11-21 12:00:29 RON ndb_2 LED FAIL, attempt 3
2019-11-21 12:00:30 RON ndb_2 LED FAIL, attempt 4
2019-11-21 12:00:31 RON ndb_2 LED FAIL, attempt 5
2019-11-21 12:00:33 RON ndb_3 LED PASS, attempt 1
2019-11-21 12:00:34 RON ndb_3 LED PASS, attempt 2
2019-11-21 12:00:35 RON ndb_3 LED PASS, attempt 3
2019-11-21 12:00:36 RON ndb_3 LED PASS, attempt 4
2019-11-21 12:00:37 RON ndb_3 LED PASS, attempt 5
2019-11-21 12:00:38 RON ndb_3 LED FAIL, attempt 1
2019-11-21 12:00:39 RON ndb_3 LED FAIL, attempt 2
2019-11-21 12:00:40 RON ndb_3 LED FAIL, attempt 3
2019-11-21 12:00:41 RON ndb_3 LED FAIL, attempt 4
2019-11-21 12:00:42 RON ndb_3 LED FAIL, attempt 5
2019-11-21 12:00:43 RON ndb_4 LED PASS, attempt 1
2019-11-21 12:00:44 RON ndb_4 LED PASS, attempt 2
2019-11-21 12:00:45 RON ndb_4 LED PASS, attempt 3
2019-11-21 12:00:46 RON ndb_4 LED PASS, attempt 4
2019-11-21 12:00:47 RON ndb_4 LED PASS, attempt 5
2019-11-21 12:00:48 RON ndb_4 LED FAIL, attempt 1
2019-11-21 12:00:49 RON ndb_4 LED FAIL, attempt 2
2019-11-21 12:00:50 RON ndb_4 LED FAIL, attempt 3
2019-11-21 12:00:51 RON ndb_4 LED FAIL, attempt 4
2019-11-21 12:00:52 RON ndb_4 LED FAIL, attempt 5
2019-11-21 12:02:04 RON ndb_2 LED PASS, attempt 1
2019-11-21 12:02:05 RON ndb_2 LED PASS, attempt 2
2019-11-21 12:02:06 RON ndb_2 LED PASS, attempt 3
2019-11-21 12:02:07 RON ndb_2 LED PASS, attempt 4
2019-11-21 12:02:08 RON ndb_2 LED PASS, attempt 5
2019-11-21 12:02:09 RON ndb_2 LED FAIL, attempt 1
2019-11-21 12:02:10 RON ndb_2 LED FAIL, attempt 2
2019-11-21 12:02:11 RON ndb_2 LED FAIL, attempt 3
2019-11-21 12:02:12 RON ndb_2 LED FAIL, attempt 4
2019-11-21 12:02:13 RON ndb_2 LED FAIL, attempt 5
2019-11-21 12:02:14 RON ndb_2 LED PASS, attempt 1
2019-11-21 12:02:15 RON ndb_2 LED PASS, attempt 2
2019-11-21 12:02:16 RON ndb_2 LED PASS, attempt 3
2019-11-21 12:02:17 RON ndb_2 LED PASS, attempt 4
2019-11-21 12:02:18 RON ndb_2 LED PASS, attempt 5
2019-11-21 12:02:19 RON ndb_2 LED FAIL, attempt 1
2019-11-21 12:02:21 RON ndb_2 LED FAIL, attempt 2
2019-11-21 12:02:22 RON ndb_2 LED FAIL, attempt 3
2019-11-21 12:04:00 RON ndb_2 LED PASS, attempt 1
2019-11-21 12:04:01 RON ndb_2 LED PASS, attempt 2
2019-11-21 12:04:02 RON ndb_2 LED PASS, attempt 3
2019-11-21 12:04:03 RON ndb_2 LED PASS, attempt 4
2019-11-21 12:04:04 RON ndb_2 LED PASS, attempt 5
2019-11-21 12:04:05 RON ndb_2 LED FAIL, attempt 1
2019-11-21 12:04:06 RON ndb_2 LED FAIL, attempt 2
2019-11-21 12:04:07 RON ndb_2 LED FAIL, attempt 3
2019-11-21 12:04:08 RON ndb_2 LED FAIL, attempt 4
2019-11-21 12:04:10 RON ndb_2 LED FAIL, attempt 5
2019-11-21 12:04:14 RON ndb_2 LED PASS, attempt 1
2019-11-21 12:04:15 RON ndb_2 LED PASS, attempt 2
2019-11-21 12:04:16 RON ndb_2 LED PASS, attempt 3
2019-11-21 12:04:17 RON ndb_2 LED PASS, attempt 4
2019-11-21 12:04:18 RON ndb_2 LED PASS, attempt 5
2019-11-21 12:04:19 RON ndb_2 LED FAIL, attempt 1
2019-11-21 12:04:20 RON ndb_2 LED FAIL, attempt 2
2019-11-21 12:04:21 RON ndb_2 LED FAIL, attempt 3
2019-11-21 12:04:22 RON ndb_2 LED FAIL, attempt 4
2019-11-21 12:04:23 RON ndb_2 LED FAIL, attempt 5
2019-11-21 12:04:24 RON ndb_3 LED PASS, attempt 1
2019-11-21 12:04:25 RON ndb_3 LED PASS, attempt 2
2019-11-21 12:04:26 RON ndb_3 LED PASS, attempt 3
2019-11-21 12:04:27 RON ndb_3 LED PASS, attempt 4
2019-11-21 12:04:28 RON ndb_3 LED PASS, attempt 5
2019-11-21 12:04:29 RON ndb_3 LED FAIL, attempt 1
2019-11-21 12:04:31 RON ndb_3 LED FAIL, attempt 2
2019-11-21 12:04:32 RON ndb_3 LED FAIL, attempt 3
2019-11-21 12:04:33 RON ndb_3 LED FAIL, attempt 4
2019-11-21 12:04:34 RON ndb_3 LED FAIL, attempt 5
2019-11-21 12:04:35 RON ndb_4 LED PASS, attempt 1
2019-11-21 12:04:36 RON ndb_4 LED PASS, attempt 2
2019-11-21 12:04:37 RON ndb_4 LED PASS, attempt 3
2019-11-21 12:04:38 RON ndb_4 LED PASS, attempt 4
2019-11-21 12:04:39 RON ndb_4 LED PASS, attempt 5
2019-11-21 12:04:40 RON ndb_4 LED FAIL, attempt 1
2019-11-21 12:04:41 RON ndb_4 LED FAIL, attempt 2
2019-11-21 12:04:42 RON ndb_4 LED FAIL, attempt 3
2019-11-21 12:04:43 RON ndb_4 LED FAIL, attempt 4
2019-11-21 12:04:44 RON ndb_4 LED FAIL, attempt 5
2019-11-21 12:07:50 RON ndb_2 LED PASS, attempt 1
2019-11-21 12:07:51 RON ndb_2 LED PASS, attempt 2
2019-11-21 12:07:52 RON ndb_2 LED PASS, attempt 3
2019-11-21 12:07:53 RON ndb_2 LED PASS, attempt 4
2019-11-21 12:07:54 RON ndb_2 LED PASS, attempt 5
2019-11-21 12:07:55 RON ndb_2 LED FAIL, attempt 1
2019-11-21 12:07:56 RON ndb_2 LED FAIL, attempt 2
2019-11-21 12:07:57 RON ndb_2 LED FAIL, attempt 3
2019-11-21 12:07:58 RON ndb_2 LED FAIL, attempt 4
2019-11-21 12:07:59 RON ndb_2 LED FAIL, attempt 5
2019-11-21 12:08:51 RON ndb_2 LED PASS, attempt 1
2019-11-21 12:08:52 RON ndb_2 LED PASS, attempt 2
2019-11-21 12:08:53 RON ndb_2 LED PASS, attempt 3
2019-11-21 12:08:54 RON ndb_2 LED PASS, attempt 4
2019-11-21 12:08:55 RON ndb_2 LED PASS, attempt 5
2019-11-21 12:08:56 RON ndb_2 LED FAIL, attempt 1
2019-11-21 12:08:57 RON ndb_2 LED FAIL, attempt 2
2019-11-21 12:08:58 RON ndb_2 LED FAIL, attempt 3
2019-11-21 12:08:59 RON ndb_2 LED FAIL, attempt 4
2019-11-21 12:09:00 RON ndb_2 LED FAIL, attempt 5
2019-11-21 12:09:01 RON ndb_3 LED PASS, attempt 1
2019-11-21 12:09:02 RON ndb_3 LED PASS, attempt 2
2019-11-21 12:09:03 RON ndb_3 LED PASS, attempt 3
2019-11-21 12:09:04 RON ndb_3 LED PASS, attempt 4
2019-11-21 12:09:05 RON ndb_3 LED PASS, attempt 5
2019-11-21 12:09:06 RON ndb_3 LED FAIL, attempt 1
2019-11-21 12:09:07 RON ndb_3 LED FAIL, attempt 2
2019-11-21 12:09:08 RON ndb_3 LED FAIL, attempt 3
2019-11-21 12:09:09 RON ndb_3 LED FAIL, attempt 4
2019-11-21 12:09:10 RON ndb_3 LED FAIL, attempt 5
2019-11-21 12:09:12 RON ndb_4 LED PASS, attempt 1
2019-11-21 12:09:13 RON ndb_4 LED PASS, attempt 2
2019-11-21 12:09:14 RON ndb_4 LED PASS, attempt 3
2019-11-21 12:09:15 RON ndb_4 LED PASS, attempt 4
2019-11-21 12:09:16 RON ndb_4 LED PASS, attempt 5
2019-11-21 12:09:17 RON ndb_4 LED FAIL, attempt 1
2019-11-21 12:09:18 RON ndb_4 LED FAIL, attempt 2
2019-11-21 12:09:19 RON ndb_4 LED FAIL, attempt 3
2019-11-21 12:09:20 RON ndb_4 LED FAIL, attempt 4
2019-11-21 12:09:21 RON ndb_4 LED FAIL, attempt 5
2019-11-21 12:10:15 RON ndb_2 LED PASS, attempt 1
2019-11-21 12:10:16 RON ndb_2 LED PASS, attempt 2
2019-11-21 12:10:17 RON ndb_2 LED PASS, attempt 3
2019-11-21 12:10:18 RON ndb_2 LED PASS, attempt 4
2019-11-21 12:10:19 RON ndb_2 LED PASS, attempt 5
2019-11-21 12:10:20 RON ndb_2 LED FAIL, attempt 1
2019-11-21 12:10:21 RON ndb_2 LED FAIL, attempt 2
2019-11-21 12:10:22 RON ndb_2 LED FAIL, attempt 3
2019-11-21 12:10:23 RON ndb_2 LED FAIL, attempt 4
2019-11-21 12:10:24 RON ndb_2 LED FAIL, attempt 5
2019-11-21 12:10:45 RON ndb_2 LED PASS, attempt 1
2019-11-21 12:10:47 RON ndb_2 LED PASS, attempt 2
2019-11-21 12:10:48 RON ndb_2 LED PASS, attempt 3
2019-11-21 12:10:49 RON ndb_2 LED PASS, attempt 4
2019-11-21 12:10:50 RON ndb_2 LED PASS, attempt 5
2019-11-21 12:10:51 RON ndb_2 LED FAIL, attempt 1
2019-11-21 12:10:52 RON ndb_2 LED FAIL, attempt 2
2019-11-21 12:10:53 RON ndb_2 LED FAIL, attempt 3
2019-11-21 12:10:54 RON ndb_2 LED FAIL, attempt 4
2019-11-21 12:10:55 RON ndb_2 LED FAIL, attempt 5
2019-11-21 13:23:36 TRIP time read from ndb_2, attempt 1
2019-11-21 13:23:37 TRIP time read from ndb_2, attempt 2
2019-11-21 13:23:38 TRIP time read from ndb_2, attempt 3
2019-11-21 13:23:39 TRIP time read from ndb_2, attempt 4
2019-11-21 13:23:40 TRIP time read from ndb_2, attempt 5
